Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Rainfall(mm),Snowfall (cm),Seasons,Holiday,hour diff,Functioning Day,rental_cnt
3,16.29,88,5.14,7000.0,14.3,2.4,0.0,1,1,55851.0,1,693
22,10.79,100,1.03,8000.0,10.79,0.0,0.0,1,1,55918.0,1,6156
7,15.67,100,4.63,3200.0,15.67,0.63,0.0,1,1,55855.0,1,7766
17,12.82,70,2.26,9150.339366515836,7.49,0.0,0.0,1,1,55697.0,1,12335
23,12.29,88,1.54,7000.0,10.36,0.0,0.0,1,1,55799.0,1,4607
20,13.0,82,2.06,7000.0,10.0,0.0,0.0,1,1,55964.0,1,8246
2,16.26,48,2.06,10000.0,5.25,0.24,0.0,1,1,55562.0,1,1083
22,15.39,79,1.03,10000.0,11.77,0.0,0.0,1,1,56206.0,1,6723
7,16.51,72,2.57,7000.0,11.45,0.0,0.0,1,1,55879.0,1,2176
20,8.54,93,1.54,1500.0,7.47,0.0,0.0,1,1,55892.0,1,7552
15,9.18,87,1.54,10000.0,7.13,0.0,0.0,1,1,55623.0,1,8492
17,10.65,92,0.64,9150.339366515836,9.41,0.0,0.0,1,1,55913.0,1,12141
2,21.36,53,1.03,10000.0,11.4,0.0,0.0,1,1,56162.0,1,1832
7,22.85,40,3.6,10000.0,8.55,0.0,0.0,1,1,56047.0,1,10115
12,15.06,100,3.6,7000.0,15.06,1.56,0.0,1,1,56484.0,1,7427
10,18.15,100,5.66,9000.0,18.15,1.01,0.0,1,1,56842.0,1,5987
7,17.94,94,7.72,5000.0,16.96,1.54,0.0,1,1,56479.0,1,3128
4,23.7,43,4.63,10000.0,10.39,0.0,0.0,1,1,56956.0,1,946
10,18.42,48,1.54,10000.0,7.22,0.0,0.0,1,1,56530.0,1,4869
21,12.29,100,2.06,7000.0,12.29,0.0,0.0,1,1,56445.0,1,8009
11,17.85,48,1.03,10000.0,6.7,0.0,0.0,1,1,56291.0,1,6657
6,21.53,49,6.69,10000.0,10.38,0.0,0.0,1,1,56502.0,1,1043
21,14.07,94,3.6,10000.0,13.12,0.0,0.0,1,1,56349.0,1,211
9,22.62,64,3.6,10000.0,15.47,0.0,0.0,1,1,56649.0,1,6460
18,11.89,97,1.7,9150.339366515836,11.43,0.0,0.0,1,1,56490.0,1,114
11,19.31,77,1.03,10000.0,15.18,0.0,0.0,1,1,56819.0,1,7667
0,14.88,67,2.57,10000.0,8.82,0.0,0.0,1,1,56424.0,1,2629
10,20.33,53,3.09,10000.0,10.45,0.0,0.0,1,1,56626.0,1,5482
18,11.0,79,1.04,9150.339366515836,7.5,0.0,0.0,1,1,56418.0,1,17115
14,16.32,72,2.57,10000.0,11.27,0.0,0.0,1,1,56630.0,1,7054
15,17.1,94,2.06,3500.0,16.13,0.0,0.0,1,1,56727.0,1,6251
4,21.33,64,4.63,10000.0,14.25,0.0,0.0,1,1,56836.0,1,929
21,17.71,72,1.54,10000.0,12.6,0.0,0.0,1,1,56829.0,1,8351
7,14.95,75,2.57,10000.0,10.56,0.0,0.0,1,1,56383.0,1,3438
21,12.29,100,2.06,7000.0,12.29,0.0,0.0,1,1,56445.0,1,8009
7,19.87,49,5.66,10000.0,8.85,0.0,0.0,1,1,56407.0,1,9703
22,17.92,82,4.12,10000.0,14.81,0.0,0.0,1,1,56974.0,1,7053
17,16.14,100,2.57,7000.0,16.14,0.0,0.0,1,1,56849.0,1,349
0,21.65,56,3.6,10000.0,12.5,0.0,0.0,1,1,56832.0,1,4153
0,19.9,53,6.17,10000.0,10.05,0.0,0.0,1,1,56880.0,1,2888
16,11.07,93,3.09,9000.0,9.98,0.0,0.0,1,1,56608.0,1,9749
7,23.43,53,4.12,10000.0,13.31,0.0,0.0,1,1,56623.0,1,10111
2,23.88,53,1.03,10000.0,13.73,0.0,0.0,1,1,56666.0,1,1771
19,11.07,82,1.03,10000.0,8.12,0.0,0.0,1,1,56251.0,1,10577
14,18.28,77,1.03,10000.0,14.18,0.0,0.0,1,1,56678.0,1,8489
18,17.77,68,3.09,9000.0,11.79,0.0,0.0,1,1,56322.0,1,10051
9,19.64,82,4.63,10000.0,16.48,0.0,0.0,1,1,56697.0,1,6835
4,14.29,94,4.63,7000.0,13.34,0.11,0.0,1,0,56356.0,1,149
10,20.58,40,1.03,10000.0,6.52,0.0,0.0,1,1,56290.0,1,5775
2,19.8,68,2.57,6000.0,13.73,0.0,0.0,1,1,56738.0,1,1247
23,15.12,59,2.57,10000.0,7.18,0.0,0.0,1,1,56255.0,1,4035
10,21.17,83,3.6,9000.0,18.17,0.0,0.0,1,1,56794.0,1,5585
18,18.29,76,3.08,9150.339366515836,13.99,0.0,0.0,1,1,56802.0,1,16254
16,17.61,82,1.03,10000.0,14.5,0.0,0.0,1,1,56944.0,1,9672
11,16.6,51,2.06,10000.0,6.43,0.0,0.0,1,1,56267.0,1,6277
0,19.5,60,2.06,10000.0,11.54,0.0,0.0,1,1,56808.0,1,4084
13,15.4,56,1.95,9150.339366515836,6.68,0.0,0.0,1,1,56269.0,1,6435
8,20.8,73,3.6,10000.0,15.79,0.0,0.0,1,1,56696.0,1,12657
21,15.18,100,1.54,4500.0,15.18,0.0,0.0,1,1,56757.0,1,8722
5,23.87,31,5.14,10000.0,5.74,0.0,0.0,1,1,56549.0,1,1906
20,14.03,94,4.12,10000.0,13.08,0.27,0.0,1,1,56348.0,1,120
17,11.45,82,1.54,10000.0,8.49,0.0,0.0,1,1,56537.0,1,13418
3,14.77,72,4.63,10000.0,9.78,0.0,0.0,1,1,56379.0,1,353
1,17.57,86,1.28,9150.339366515836,15.2,0.0,0.0,1,1,56737.0,1,2014
10,15.79,94,4.63,9000.0,14.83,1.41,0.0,1,1,56482.0,1,6619
5,18.94,37,5.66,10000.0,3.94,0.0,0.0,1,1,56597.0,1,1335
11,17.42,88,4.63,10000.0,15.41,0.0,0.0,1,1,56771.0,1,5862
16,11.23,82,3.09,10000.0,8.27,0.0,0.0,1,1,56392.0,1,4705
15,13.96,77,0.51,10000.0,10.0,0.0,0.0,1,1,56295.0,1,7939
8,25.0,33,4.12,10000.0,7.63,0.0,0.0,1,1,56312.0,1,4853
7,26.29,33,4.12,10000.0,8.75,0.0,0.0,1,1,56311.0,1,3130
9,23.98,43,4.12,10000.0,10.65,0.0,0.0,1,1,56913.0,1,7624
15,15.01,94,4.63,7000.0,14.05,0.3,0.0,1,1,56343.0,1,140
0,18.9,79,1.7,9150.339366515836,15.18,0.0,0.0,1,1,56688.0,1,2534
10,15.44,51,3.6,10000.0,5.36,0.0,0.0,1,1,56602.0,1,5028
18,15.03,100,0.51,10000.0,15.03,0.0,0.0,1,1,56658.0,1,11337
16,15.4,72,1.03,10000.0,10.38,0.0,0.0,1,1,56920.0,1,9265
3,21.67,71,2.58,9150.339366515836,16.19,0.0,0.0,1,1,56739.0,1,944
10,20.91,53,0.51,10000.0,10.98,0.0,0.0,1,1,56938.0,1,5266
20,11.34,100,2.06,3200.0,11.34,0.0,0.0,1,1,56492.0,1,100
11,16.6,51,2.06,10000.0,6.43,0.0,0.0,1,1,56267.0,1,6277
12,8.53,93,6.69,10000.0,7.46,2.57,0.0,1,0,56580.0,1,5758
11,14.03,88,3.09,9000.0,12.08,0.0,0.0,1,0,56363.0,1,589
23,18.02,68,3.09,10000.0,12.03,0.0,0.0,1,1,56879.0,1,4196
11,16.79,45,1.03,10000.0,4.8,0.0,0.0,1,1,56555.0,1,6225
10,20.33,53,3.09,10000.0,10.45,0.0,0.0,1,1,56626.0,1,5482
21,16.54,88,0.51,10000.0,14.55,0.0,0.0,1,1,56685.0,1,7391
15,17.84,77,2.06,10000.0,13.76,0.0,0.0,1,1,56943.0,1,6809
10,21.28,60,4.12,10000.0,13.21,0.0,0.0,1,1,56674.0,1,5950
22,17.38,82,0.0,10000.0,14.28,0.0,0.0,1,1,56686.0,1,5610
10,13.91,88,2.57,10000.0,11.96,0.0,0.0,1,0,56362.0,1,536
5,24.28,43,4.63,10000.0,10.92,0.0,0.0,1,1,56525.0,1,1813
0,18.43,73,1.54,8000.0,13.51,0.0,0.0,1,1,56760.0,1,3241
4,22.08,35,5.66,10000.0,5.92,0.0,0.0,1,1,56452.0,1,859
1,21.64,43,3.09,10000.0,8.54,0.0,0.0,2,1,57001.0,1,2720
22,17.43,70,1.03,10000.0,11.91,0.0,0.0,2,1,56998.0,1,6894
13,20.07,56,1.03,10000.0,11.03,0.0,0.0,2,0,57109.0,1,7419
21,18.09,91,1.03,6000.0,16.6,0.14,0.0,2,1,57141.0,1,6525
16,18.43,82,1.03,10000.0,15.3,0.0,0.0,2,1,57088.0,1,9182
16,19.24,77,0.0,10000.0,15.11,0.0,0.0,2,1,57352.0,1,8209
17,19.4,94,3.09,10000.0,18.41,0.0,0.0,2,1,57569.0,1,13248
18,19.9,91,1.95,9150.339366515836,18.39,0.0,0.0,2,1,57330.0,1,9311
13,23.42,78,1.54,8000.0,19.37,0.15,0.0,2,1,57517.0,1,6538
3,28.09,42,1.54,9000.0,13.98,0.0,0.0,2,0,57099.0,1,1521
4,27.79,61,5.66,10000.0,19.58,0.0,0.0,2,1,57532.0,1,717
10,24.19,50,2.57,10000.0,13.12,0.0,0.0,2,0,57106.0,1,5912
22,17.74,94,2.57,7000.0,16.76,1.18,0.0,2,1,57142.0,1,5841
8,26.96,61,5.14,10000.0,18.8,0.0,0.0,2,1,57320.0,1,4331
18,18.2,100,0.0,6000.0,18.2,0.0,0.0,2,1,57186.0,1,10221
19,19.17,100,0.51,8000.0,19.17,0.0,0.0,2,1,57403.0,1,12334
9,26.11,65,3.6,10000.0,19.02,0.0,0.0,2,1,57297.0,1,6827
10,23.86,60,3.6,10000.0,15.63,0.0,0.0,2,1,57250.0,1,4972
23,24.27,61,1.03,10000.0,16.28,0.0,0.0,2,1,57623.0,1,5069
11,24.87,97,5.66,4500.0,24.36,4.32,0.0,2,1,57659.0,1,6401
9,24.83,64,5.14,10000.0,17.56,0.0,0.0,2,1,57177.0,1,4902
5,30.16,42,5.14,10000.0,15.84,0.0,0.0,2,1,57245.0,1,2118
10,20.8,43,4.63,10000.0,7.78,0.0,0.0,2,1,57010.0,1,5871
16,23.02,68,1.54,10000.0,16.8,0.0,0.0,2,1,57448.0,1,7913
4,30.93,45,3.09,10000.0,17.62,0.0,0.0,2,1,57388.0,1,984
6,31.33,45,4.12,10000.0,17.98,0.0,0.0,2,1,57390.0,1,4986
4,28.95,45,2.06,10000.0,15.83,0.0,0.0,2,1,57580.0,1,986
19,23.04,100,1.03,5000.0,23.04,0.0,0.0,2,1,57499.0,1,4059
20,18.49,100,1.03,10000.0,18.49,0.0,0.0,2,1,57620.0,1,10401
23,22.6,69,1.03,10000.0,16.63,0.0,0.0,2,1,57263.0,1,4659
4,33.41,33,1.03,10000.0,14.95,0.0,0.0,2,1,57436.0,1,977
9,25.94,65,4.63,10000.0,18.86,0.0,0.0,2,1,57201.0,1,6904
11,23.3,94,3.09,10000.0,22.28,0.0,0.0,2,1,57683.0,1,3126
19,17.16,81,2.02,9150.339366515836,13.88,0.0,0.0,2,1,57067.0,1,12870
21,18.09,91,1.03,6000.0,16.6,0.14,0.0,2,1,57141.0,1,6525
13,19.83,59,2.61,9150.339366515836,11.59,0.0,0.0,2,1,56989.0,1,8916
3,27.58,61,4.63,10000.0,19.39,0.0,0.0,2,1,57531.0,1,647
12,22.77,53,1.54,10000.0,12.7,0.0,0.0,2,1,57348.0,1,6395
3,29.77,40,1.54,10000.0,14.73,0.0,0.0,2,1,57603.0,1,1131
21,14.77,77,2.06,10000.0,10.78,0.0,0.0,2,1,57045.0,1,9453
8,27.98,57,5.14,10000.0,18.67,0.0,0.0,2,1,57200.0,1,13231
12,22.77,53,1.54,10000.0,12.7,0.0,0.0,2,1,57348.0,1,6395
18,18.85,94,0.51,10000.0,17.86,0.0,0.0,2,1,57258.0,1,17003
1,24.64,56,3.68,9150.339366515836,15.29,0.0,0.0,2,1,57553.0,1,2254
2,26.64,74,4.12,10000.0,21.62,0.0,0.0,2,1,57530.0,1,813
8,28.61,54,5.66,10000.0,18.39,0.0,0.0,2,0,57104.0,1,4113
10,24.14,78,5.14,10000.0,20.06,0.0,0.0,2,1,57202.0,1,4850
0,21.11,56,1.03,10000.0,12.0,0.0,0.0,2,1,57120.0,1,3439
10,26.46,61,3.6,10000.0,18.33,0.0,0.0,2,1,57274.0,1,4819
21,21.85,100,0.51,8000.0,21.85,0.0,0.0,2,1,57693.0,1,6858
4,31.05,35,3.09,10000.0,13.8,0.0,0.0,2,1,57268.0,1,1004
4,29.69,48,3.6,10000.0,17.51,0.0,0.0,2,1,57244.0,1,900
17,24.46,94,5.66,8000.0,23.43,0.55,0.0,2,1,57665.0,1,8172
20,18.9,93,1.13,9150.339366515836,17.74,0.0,0.0,2,1,57332.0,1,8667
21,18.09,91,1.03,6000.0,16.6,0.14,0.0,2,1,57141.0,1,6525
4,26.63,44,2.57,10000.0,13.38,0.0,0.0,2,1,57124.0,1,849
13,19.83,59,2.61,9150.339366515836,11.59,0.0,0.0,2,1,56989.0,1,8916
1,22.63,53,2.06,10000.0,12.57,0.0,0.0,2,1,57121.0,1,2073
4,28.43,42,2.06,10000.0,14.29,0.0,0.0,2,1,57076.0,1,879
19,18.26,100,1.54,8000.0,18.26,0.0,0.0,2,1,57235.0,1,12361
4,31.05,35,3.09,10000.0,13.8,0.0,0.0,2,1,57268.0,1,1004
8,30.81,37,6.17,10000.0,14.45,0.0,0.0,2,1,57440.0,1,12953
3,32.11,40,1.03,10000.0,16.81,0.0,0.0,2,1,57411.0,1,1046
5,30.16,42,5.14,10000.0,15.84,0.0,0.0,2,1,57245.0,1,2118
23,24.96,61,1.54,10000.0,16.92,0.0,0.0,2,1,57431.0,1,4677
23,20.94,46,2.57,10000.0,8.9,0.0,0.0,2,1,57047.0,1,4311
10,24.94,36,4.63,10000.0,8.85,0.0,0.0,2,1,57034.0,1,4904
22,17.43,70,1.03,10000.0,11.91,0.0,0.0,2,1,56998.0,1,6894
12,22.77,83,2.57,10000.0,19.73,0.0,0.0,2,1,57324.0,1,4332
18,21.89,100,2.57,10000.0,21.89,1.03,0.0,2,1,57522.0,1,9108
18,21.89,100,2.57,10000.0,21.89,1.03,0.0,2,1,57522.0,1,9108
9,26.02,69,4.12,10000.0,19.89,0.27,0.0,2,1,57321.0,1,5475
19,14.63,82,2.06,10000.0,11.59,0.0,0.0,2,1,56995.0,1,10088
6,31.2,48,4.63,10000.0,18.89,0.0,0.0,2,1,57462.0,1,4686
7,28.82,37,5.14,10000.0,12.69,0.0,0.0,2,1,57367.0,1,10704
7,23.59,88,3.6,10000.0,21.49,4.54,0.0,2,1,57487.0,1,2852
22,18.95,73,0.51,10000.0,14.01,0.0,0.0,2,0,57118.0,1,6239
11,21.27,49,2.57,10000.0,10.14,0.0,0.0,2,1,57059.0,1,5849
3,29.77,40,1.54,10000.0,14.73,0.0,0.0,2,1,57603.0,1,1131
16,17.13,63,3.6,10000.0,10.04,0.0,0.0,2,1,56992.0,1,10469
20,27.09,89,2.57,10000.0,25.12,0.0,0.0,2,1,58316.0,1,6046
1,26.73,83,2.57,6000.0,23.6,0.0,0.0,2,1,58129.0,1,1316
10,26.65,89,7.72,10000.0,24.69,0.0,0.0,2,1,57826.0,1,4993
3,31.25,74,2.06,10000.0,26.06,0.0,0.0,2,1,58275.0,1,921
2,26.44,92,5.14,10000.0,25.03,0.21,0.0,2,1,58226.0,1,682
10,26.49,89,2.06,10000.0,24.53,0.0,0.0,2,1,58234.0,1,1945
13,24.77,88,5.14,10000.0,22.65,0.0,0.0,2,1,57829.0,1,6462
22,27.08,94,2.06,10000.0,26.03,0.0,0.0,2,1,58270.0,1,6533
3,29.73,70,2.06,10000.0,23.67,0.0,0.0,2,1,57915.0,1,447
20,23.5,95,0.88,9150.339366515836,22.65,0.0,0.0,2,1,57980.0,1,9156
4,28.97,66,6.17,10000.0,21.98,0.0,0.0,2,1,58060.0,1,847
10,28.38,89,3.6,10000.0,26.39,0.0,0.0,2,1,58402.0,1,4420
22,24.25,88,2.06,10000.0,22.14,0.27,0.0,2,1,57910.0,1,2791
6,30.26,70,3.6,10000.0,24.18,0.0,0.0,2,1,58398.0,1,3762
14,23.53,88,1.03,10000.0,21.43,0.0,0.0,2,1,57710.0,1,5330
3,29.21,74,3.6,10000.0,24.1,0.0,0.0,2,1,58395.0,1,882
15,23.17,100,1.03,10000.0,23.17,0.0,0.0,2,1,57879.0,1,1263
16,27.59,89,5.66,10000.0,25.61,0.0,0.0,2,1,58360.0,1,5942
5,31.7,62,4.63,10000.0,23.52,0.0,0.0,2,1,58421.0,1,1866
21,22.48,100,3.09,7000.0,22.48,0.13,0.0,2,1,57789.0,1,6681
12,26.36,83,1.03,7000.0,23.24,0.0,0.0,2,1,57996.0,1,6527
0,25.57,92,3.6,10000.0,24.17,0.0,0.0,2,1,58152.0,1,3773
3,26.21,89,5.66,10000.0,24.25,0.53,0.0,2,1,58083.0,1,220
1,25.38,73,3.6,6000.0,20.19,0.0,0.0,2,1,57769.0,1,2198
3,29.6,66,3.6,10000.0,22.57,0.19,0.0,2,1,58059.0,1,953
13,23.29,91,1.51,9150.339366515836,21.74,0.0,0.0,2,1,57949.0,1,5256
0,25.57,92,3.6,10000.0,24.17,0.0,0.0,2,1,58152.0,1,3773
2,26.14,83,4.63,10000.0,23.02,0.28,0.0,2,1,58154.0,1,1930
17,27.36,89,1.54,10000.0,25.38,0.0,0.0,2,1,58433.0,1,9662
5,26.96,100,5.14,10000.0,26.96,0.16,0.0,2,1,58085.0,1,958
16,23.58,100,0.51,10000.0,23.58,0.0,0.0,2,1,57712.0,1,7947
12,27.35,94,2.06,10000.0,26.3,0.15,0.0,2,1,58260.0,1,4855
12,24.2,94,5.66,10000.0,23.17,1.37,0.0,2,1,57732.0,1,101
5,25.83,71,4.63,10000.0,20.17,0.0,0.0,2,1,57797.0,1,946
11,25.91,100,2.06,10000.0,25.91,0.16,0.0,2,1,58091.0,1,2329
3,31.01,66,6.17,10000.0,23.91,0.14,0.0,2,1,58347.0,1,1005
12,23.39,94,2.06,10000.0,22.37,0.0,0.0,2,1,57948.0,1,5630
4,26.85,83,4.12,7000.0,23.72,0.0,0.0,2,1,57940.0,1,893
10,23.91,78,3.6,10000.0,19.84,0.0,0.0,2,1,57802.0,1,5135
0,24.17,94,4.63,10000.0,23.14,0.0,0.0,2,1,57792.0,1,465
3,26.28,83,3.6,10000.0,23.16,0.38,0.0,2,1,58155.0,1,1318
4,25.82,83,4.12,10000.0,22.71,1.02,0.0,2,1,57892.0,1,739
3,26.52,78,1.54,7000.0,22.37,0.0,0.0,2,1,57963.0,1,1086
9,28.11,65,4.12,10000.0,20.91,0.0,0.0,2,1,57705.0,1,6948
18,22.54,100,1.03,10000.0,22.54,0.0,0.0,2,1,57714.0,1,17069
17,25.83,94,1.03,10000.0,24.79,0.21,0.0,2,1,58049.0,1,11537
15,23.73,94,3.09,3500.0,22.71,0.0,0.0,2,1,57759.0,1,6531
21,26.16,100,3.09,10000.0,26.16,0.0,0.0,2,1,58293.0,1,1759
17,27.27,94,3.09,10000.0,26.22,0.75,0.0,2,1,58313.0,1,5784
13,27.91,89,2.06,10000.0,25.93,0.0,0.0,2,1,58429.0,1,4717
14,26.78,94,1.54,10000.0,25.73,0.0,0.0,2,1,58406.0,1,4625
12,27.85,89,5.14,10000.0,25.87,0.0,0.0,2,1,58356.0,1,4882
21,25.01,94,0.51,10000.0,23.98,0.0,0.0,2,1,58053.0,1,8510
7,25.64,78,5.14,10000.0,21.52,0.0,0.0,2,1,57751.0,1,7834
1,27.09,95,2.06,10000.0,26.22,0.13,0.0,2,1,58249.0,1,1007
1,29.45,84,2.57,10000.0,26.46,0.0,0.0,2,1,58273.0,1,1979
14,25.0,83,1.03,8000.0,21.91,0.0,0.0,2,1,57998.0,1,5988
6,29.3,63,1.03,9000.0,21.53,0.0,0.0,2,1,57966.0,1,4430
2,30.35,70,4.63,10000.0,24.26,0.0,0.0,2,1,58322.0,1,1618
12,26.01,89,6.17,10000.0,24.05,0.15,0.0,2,1,58092.0,1,3025
6,22.56,100,4.12,4000.0,22.56,2.76,0.0,2,1,57726.0,1,3812
15,25.72,74,3.6,10000.0,20.74,0.0,0.0,2,1,58023.0,1,6098
4,26.85,83,4.12,7000.0,23.72,0.0,0.0,2,1,57940.0,1,893
10,25.08,100,1.03,10000.0,25.08,0.0,0.0,2,1,58114.0,1,132
2,25.39,78,2.06,10000.0,21.28,0.0,0.0,2,1,57890.0,1,1095
21,25.3,100,4.12,10000.0,25.3,0.0,0.0,2,1,58245.0,1,6925
5,30.03,74,4.12,10000.0,24.88,0.0,0.0,2,1,58397.0,1,1863
8,27.13,74,4.12,8000.0,22.09,0.0,0.0,2,1,57944.0,1,12897
21,26.66,89,2.57,10000.0,24.7,0.0,0.0,2,1,58413.0,1,8038
16,23.87,100,2.06,9000.0,23.87,5.85,0.0,2,1,57856.0,1,8176
9,24.63,83,4.12,10000.0,21.55,0.31,0.0,2,1,57753.0,1,6869
15,25.72,74,3.6,10000.0,20.74,0.0,0.0,2,1,58023.0,1,6098
2,27.37,89,3.09,8000.0,25.39,0.43,0.0,2,1,58202.0,1,942
18,24.01,88,5.14,10000.0,21.9,0.32,0.0,2,1,57738.0,1,3815
19,23.58,97,1.03,6000.0,23.08,0.0,0.0,2,1,57931.0,1,10642
5,22.71,100,2.06,10000.0,22.71,4.88,0.0,2,1,57725.0,1,2121
2,30.61,70,3.09,10000.0,24.51,0.0,0.0,2,1,58418.0,1,1352
19,22.38,100,1.54,4000.0,22.38,0.0,0.0,2,1,57955.0,1,11512
18,23.67,94,3.09,3500.0,22.65,0.0,0.0,2,1,57762.0,1,15709
19,26.46,100,5.14,10000.0,26.46,0.17,0.0,2,1,58387.0,1,9345
0,29.79,70,3.09,10000.0,23.73,0.0,0.0,2,1,58824.0,1,3085
3,29.01,54,1.54,10000.0,18.76,0.0,0.0,2,1,59163.0,1,1394
23,25.62,91,2.57,10000.0,24.04,0.0,0.0,2,1,59063.0,1,3828
15,26.47,83,4.12,10000.0,23.35,0.0,0.0,2,1,59055.0,1,5587
1,26.47,69,2.57,10000.0,20.32,0.0,0.0,2,1,59161.0,1,2881
7,32.83,51,3.6,10000.0,21.36,0.0,0.0,2,1,59119.0,1,9872
16,27.18,100,2.06,10000.0,27.18,0.0,0.0,2,1,58840.0,1,5837
1,28.42,74,3.09,10000.0,23.34,0.22,0.0,2,1,58969.0,1,1991
1,28.43,61,3.09,10000.0,20.18,0.0,0.0,2,1,59137.0,1,2214
2,30.28,58,3.09,10000.0,21.1,0.0,0.0,2,1,59138.0,1,1447
6,33.68,66,3.6,10000.0,26.44,0.0,0.0,2,1,58494.0,1,1869
20,26.07,100,1.03,10000.0,26.07,0.0,0.0,2,1,58868.0,1,4958
16,28.19,94,0.51,10000.0,27.13,0.0,0.0,2,1,58528.0,1,4586
1,30.85,76,0.76,9150.339366515836,26.12,0.0,0.0,2,1,58729.0,1,1884
18,27.86,94,1.03,10000.0,26.8,0.0,0.0,2,1,58530.0,1,5958
20,25.59,100,1.03,10000.0,25.59,0.0,0.0,2,1,58652.0,1,7521
5,32.91,67,1.36,9150.339366515836,25.96,0.0,0.0,2,1,58637.0,1,1867
23,28.85,79,5.14,10000.0,24.84,0.0,0.0,2,1,58943.0,1,3201
22,26.68,94,1.03,10000.0,25.63,0.6,0.0,2,1,58558.0,1,5142
21,26.6,100,0.51,8000.0,26.6,0.0,0.0,2,1,58821.0,1,7604
18,26.39,94,3.6,10000.0,25.35,0.18,0.0,2,1,58962.0,1,11012
10,29.32,84,1.63,9150.339366515836,26.33,0.17,0.0,2,1,58762.0,1,4061
15,26.79,100,2.57,10000.0,26.79,0.0,0.0,2,1,58575.0,1,4426
0,28.56,84,1.03,10000.0,25.59,0.0,0.0,2,1,58632.0,1,2872
16,25.57,100,2.06,7000.0,25.57,0.0,0.0,2,1,58984.0,1,7313
3,31.51,55,2.06,10000.0,21.37,0.2,0.0,2,1,58803.0,1,843
15,27.6,94,1.54,10000.0,26.55,0.0,0.0,2,1,58671.0,1,5429
3,30.6,48,3.6,10000.0,18.34,0.0,0.0,2,1,59091.0,1,953
4,34.28,52,4.12,10000.0,23.01,0.0,0.0,2,1,58900.0,1,871
2,30.2,79,5.14,10000.0,26.15,0.0,0.0,2,1,58466.0,1,1295
4,32.02,49,2.06,10000.0,19.97,0.0,0.0,2,1,58636.0,1,821
2,33.1,62,1.54,10000.0,24.84,0.0,0.0,2,1,58754.0,1,1195
21,26.06,97,3.09,10000.0,25.55,0.0,0.0,2,1,58869.0,1,4692
5,32.91,67,1.36,9150.339366515836,25.96,0.0,0.0,2,1,58637.0,1,1867
11,28.29,69,3.6,10000.0,22.06,0.0,0.0,2,1,59123.0,1,4784
15,26.5,100,0.51,8000.0,26.5,0.0,0.0,2,1,59031.0,1,5372
5,30.86,74,4.12,10000.0,25.68,1.69,0.0,2,1,58469.0,1,1842
20,26.29,100,1.54,10000.0,26.29,0.0,0.0,2,1,58508.0,1,6112
12,28.38,89,0.51,10000.0,26.39,0.0,0.0,2,0,58788.0,1,4476
19,26.13,89,2.06,10000.0,24.17,0.0,0.0,2,1,58555.0,1,9357
8,32.87,62,2.57,10000.0,24.62,0.0,0.0,2,1,58808.0,1,9130
11,28.79,84,1.54,10000.0,25.81,0.0,0.0,2,1,58883.0,1,4149
4,32.28,62,3.09,10000.0,24.07,0.0,0.0,2,1,58660.0,1,890
5,33.71,55,2.06,10000.0,23.41,0.0,0.0,2,1,58829.0,1,1254
11,27.9,87,4.63,10000.0,25.53,1.25,0.0,2,1,58547.0,1,4062
19,27.39,100,1.03,4500.0,27.39,0.0,0.0,2,1,58483.0,1,9322
16,26.85,100,0.51,10000.0,26.85,0.0,0.0,2,0,58792.0,1,5346
13,28.16,90,0.94,9150.339366515836,26.36,0.0,0.0,2,1,58813.0,1,4261
21,26.06,97,3.09,10000.0,25.55,0.0,0.0,2,1,58869.0,1,4692
4,28.83,79,2.06,8000.0,24.82,0.42,0.0,2,1,59044.0,1,797
18,26.77,100,1.54,10000.0,26.77,0.0,0.0,2,1,58842.0,1,5891
18,26.16,94,3.09,10000.0,25.12,0.0,0.0,2,1,58554.0,1,12401
6,30.5,66,1.03,8000.0,23.43,0.0,0.0,2,1,58998.0,1,2061
8,30.99,89,4.12,10000.0,28.96,0.0,0.0,2,1,58472.0,1,10502
15,26.5,100,0.51,8000.0,26.5,0.0,0.0,2,1,59031.0,1,5372
19,27.07,100,1.54,10000.0,27.07,0.0,0.0,2,1,58747.0,1,8479
19,27.39,100,1.03,4500.0,27.39,0.0,0.0,2,1,58483.0,1,9322
1,29.28,82,4.12,10000.0,25.89,0.0,0.0,2,1,58465.0,1,2040
6,30.96,70,4.12,10000.0,24.84,0.1,0.0,2,1,58974.0,1,3825
2,32.96,66,2.06,10000.0,25.76,0.0,0.0,2,1,58514.0,1,1509
5,34.35,66,4.12,10000.0,27.07,0.0,0.0,2,1,58757.0,1,2062
15,27.06,94,1.54,10000.0,26.01,0.0,0.0,2,1,58599.0,1,4443
11,28.37,84,4.12,10000.0,25.4,0.45,0.0,2,1,58931.0,1,1336
4,32.5,55,3.6,10000.0,22.29,0.0,0.0,2,1,58684.0,1,778
12,25.01,89,2.06,10000.0,23.07,0.0,0.0,2,1,59172.0,1,6043
13,26.75,65,3.6,10000.0,19.62,0.0,0.0,2,1,59125.0,1,4531
20,26.93,100,1.03,8000.0,26.93,0.0,0.0,2,1,58700.0,1,6615
3,32.2,64,2.06,10000.0,24.52,0.0,0.0,2,1,58539.0,1,588
21,26.6,100,0.51,8000.0,26.6,0.0,0.0,2,1,58821.0,1,7604
