,Hour,dayofweek,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Rainfall(mm),Snowfall (cm),hour diff,isWeekend,Holiday,weather_Clouds,weather_Drizzle,weather_Dust,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Snow,weather_Thunderstorm,rental_cnt
206,0,0,3.49,60,3.09,10000.0,-3.13,0.0,0.0,55008.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357
207,23,6,1.88,76,2.17,9150.339366515836,-1.67,0.0,0.0,55007.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632
208,5,4,-1.27,31,7.72,10000.0,-14.66,0.0,0.0,54773.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539
209,23,4,-5.21,54,3.6,10000.0,-12.22,0.0,0.0,54791.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134
210,8,3,6.64,45,5.66,10000.0,-3.93,0.0,0.0,54920.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9811
211,3,6,7.12,23,1.03,10000.0,-11.25,0.0,0.0,54987.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623
212,9,4,11.2,66,1.54,10000.0,5.09,0.0,0.0,55113.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5426
213,16,6,10.84,62,1.03,10000.0,3.86,0.0,0.0,55336.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11479
214,9,4,11.2,66,1.54,10000.0,5.09,0.0,0.0,55113.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5426
215,6,6,21.5,23,2.57,10000.0,-0.43,0.0,0.0,55326.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876
216,0,2,4.27,48,6.69,10000.0,-5.11,0.0,0.0,55224.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600
217,7,2,10.67,37,6.17,10000.0,-3.02,0.0,0.0,55063.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7085
218,23,6,7.23,71,1.54,10000.0,2.33,0.0,0.0,55511.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493
219,10,0,6.16,45,2.57,10000.0,-4.32,0.0,0.0,54850.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3436
220,8,0,10.37,50,2.57,10000.0,0.41,0.0,0.0,55016.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9253
221,18,4,3.28,93,1.03,4500.0,2.26,0.0,0.0,55122.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11919
222,4,0,8.15,31,3.6,10000.0,-7.07,0.0,0.0,55012.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463
223,11,2,6.16,81,2.57,10000.0,3.15,0.0,0.0,54899.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4128
224,9,3,10.92,37,3.6,10000.0,-2.82,0.0,0.0,55089.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5363
225,20,0,4.59,60,1.93,9150.339366515836,-2.21,0.0,0.0,54860.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5535
226,2,1,8.52,69,7.72,10000.0,3.17,0.0,0.0,55202.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,807
227,3,1,9.17,40,3.6,10000.0,-3.29,0.0,0.0,54867.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512
228,13,2,5.12,56,4.63,10000.0,-2.59,0.0,0.0,54901.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4224
229,3,6,18.5,30,4.63,10000.0,0.62,0.0,0.0,55323.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952
230,13,2,5.82,60,1.54,10000.0,-1.18,0.0,0.0,55069.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4504
231,12,0,8.11,81,4.63,10000.0,5.05,0.26,0.0,55356.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4095
232,10,3,5.35,49,1.03,10000.0,-3.98,0.0,0.0,55258.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782
233,21,0,5.08,56,4.63,10000.0,-2.62,0.0,0.0,55197.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5313
234,6,4,11.04,74,5.66,3500.0,6.59,0.0,0.0,55446.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2802
235,0,0,12.74,38,6.17,10000.0,-1.06,0.0,0.0,55344.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160
236,15,5,-1.37,80,0.51,10000.0,-4.03,0.0,0.0,54975.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5778
237,10,2,6.78,57,5.14,10000.0,-1.0,0.0,0.0,55066.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3828
238,11,5,3.63,61,6.17,10000.0,-2.82,0.18,0.0,54803.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3155
239,16,1,1.55,64,1.03,10000.0,-4.0,0.0,0.0,55048.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4995
240,10,0,21.09,52,2.57,10000.0,10.86,0.0,0.0,56194.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5430
241,9,2,17.56,48,2.06,9000.0,6.44,0.0,0.0,55905.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6645
242,13,2,14.61,63,1.54,10000.0,7.65,0.0,0.0,55573.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4543
243,17,2,11.84,71,1.54,10000.0,6.76,0.0,0.0,55577.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11149
244,9,3,17.67,52,4.12,10000.0,7.7,0.0,0.0,55593.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6814
245,6,6,27.3,41,3.6,10000.0,12.91,0.0,0.0,56166.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507
246,17,4,10.64,91,1.45,9150.339366515836,9.23,0.0,0.0,55793.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13693
247,17,1,11.92,70,2.91,9150.339366515836,6.63,0.0,0.0,55553.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12405
248,18,1,10.65,50,4.12,10000.0,0.66,0.0,0.0,55722.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16283
249,8,4,21.55,43,5.14,10000.0,8.45,0.0,0.0,55784.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12342
250,12,4,15.26,82,2.57,10000.0,12.21,0.0,0.0,55788.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6763
251,14,0,17.0,59,3.84,9150.339366515836,8.94,0.0,0.0,56030.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6170
252,5,2,16.39,67,4.12,10000.0,10.25,0.23,0.0,56069.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,157
253,14,3,12.87,55,3.09,10000.0,4.06,0.0,0.0,55934.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5707
254,13,1,12.13,91,1.02,9150.339366515836,10.71,0.0,0.0,55885.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054
255,14,6,15.7,77,0.51,10000.0,11.68,0.0,0.0,55838.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8860
256,7,6,19.69,60,3.09,10000.0,11.72,0.0,0.0,55999.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824
257,1,3,13.85,72,1.03,10000.0,8.89,0.0,0.0,55753.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1536
258,10,0,20.84,43,1.54,10000.0,7.81,0.0,0.0,56026.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4601
259,12,6,17.47,59,5.14,10000.0,9.38,0.0,0.0,56004.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7649
260,13,3,15.16,58,4.63,10000.0,6.96,0.0,0.0,55597.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6184
261,8,6,19.56,24,6.69,10000.0,-1.36,0.0,0.0,55664.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3303
262,12,5,16.7,66,1.41,9150.339366515836,10.32,0.0,0.0,56148.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640
263,0,1,11.67,38,2.06,10000.0,-1.91,0.0,0.0,55536.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2172
264,8,4,22.8,43,4.12,10000.0,9.58,0.0,0.0,56120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12547
265,4,4,17.75,47,4.12,10000.0,6.3,0.21,0.0,55612.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,967
266,20,3,9.54,87,1.03,10000.0,7.49,0.0,0.0,55772.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8717
267,3,1,14.5,77,3.09,7000.0,10.52,0.0,0.0,55875.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369
268,17,4,13.13,76,2.06,10000.0,9.0,0.0,0.0,55961.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13217
269,9,3,19.36,42,3.6,10000.0,6.14,0.0,0.0,55761.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6065
270,19,3,9.63,87,1.54,10000.0,7.57,0.0,0.0,55771.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10329
271,22,4,12.06,93,0.51,5000.0,10.96,0.0,0.0,56134.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6867
272,23,0,15.53,55,5.66,10000.0,6.54,0.0,0.0,56039.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3920
273,13,1,12.13,91,1.02,9150.339366515836,10.71,0.0,0.0,55885.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054
274,13,1,15.48,82,2.06,9000.0,12.42,0.0,0.0,56221.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6573
275,8,2,19.02,42,4.63,10000.0,5.83,0.0,0.0,55904.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12360
276,20,3,9.54,87,1.03,10000.0,7.49,0.0,0.0,55772.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8717
277,11,1,14.5,38,2.57,10000.0,0.36,0.0,0.0,55715.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5847
278,1,6,13.9,23,1.03,10000.0,-6.11,0.0,0.0,55657.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2248
279,16,5,13.69,82,2.06,10000.0,10.68,0.34,0.0,55984.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,521
280,22,3,11.13,50,2.06,10000.0,1.11,0.0,0.0,55606.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6390
281,16,5,7.44,73,1.46,9150.339366515836,2.92,0.0,0.0,55648.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11856
282,1,1,17.68,63,2.06,9000.0,10.56,0.0,0.0,56209.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
283,7,1,20.91,47,1.84,9150.339366515836,9.19,0.0,0.0,55543.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9158
284,0,0,16.44,45,5.14,10000.0,4.49,0.0,0.0,56016.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349
285,9,1,19.89,52,3.6,10000.0,9.75,0.0,0.0,56049.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7114
286,5,0,24.64,36,2.57,10000.0,8.59,0.0,0.0,56189.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644
287,19,6,15.53,55,3.6,10000.0,6.54,0.0,0.0,56011.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7122
288,12,3,14.8,58,3.6,10000.0,6.63,0.0,0.0,55596.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6380
289,5,0,18.37,20,5.14,10000.0,-4.41,0.0,0.0,55517.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331
290,6,5,26.84,34,5.14,10000.0,9.68,0.0,0.0,55806.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528
291,7,1,20.91,47,1.84,9150.339366515836,9.19,0.0,0.0,55543.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9158
292,0,2,13.13,67,5.14,10000.0,7.15,0.0,0.0,55728.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3595
293,16,5,13.69,82,2.06,10000.0,10.68,0.34,0.0,55984.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,521
294,15,0,13.62,78,1.73,9150.339366515836,9.86,0.0,0.0,55695.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6955
295,10,4,17.06,63,3.09,10000.0,9.97,0.0,0.0,55786.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5320
296,23,2,12.85,62,2.06,10000.0,5.76,0.0,0.0,55583.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713
297,21,6,8.92,78,0.59,9150.339366515836,5.3,0.0,0.0,55677.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5986
298,23,6,17.86,72,4.12,10000.0,12.75,1.02,0.0,55847.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3651
299,20,2,11.78,66,1.54,10000.0,5.64,0.0,0.0,55580.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8547
300,11,2,13.35,66,2.57,10000.0,7.14,0.0,0.0,55907.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5559
301,16,2,11.77,88,0.58,9150.339366515836,9.85,0.0,0.0,55912.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8519
302,6,5,16.08,82,4.19,9150.339366515836,13.01,0.25,0.0,55974.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1632
303,5,6,26.96,32,2.06,10000.0,8.88,0.0,0.0,56165.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854
304,15,0,6.85,56,1.03,10000.0,-1.16,0.0,0.0,55527.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6702
305,9,4,19.85,55,4.12,10000.0,10.56,0.0,0.0,55785.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6828
306,3,0,16.29,88,5.14,7000.0,14.3,2.4,0.0,55851.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,693
307,22,2,10.79,100,1.03,8000.0,10.79,0.0,0.0,55918.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6156
308,7,0,15.67,100,4.63,3200.0,15.67,0.63,0.0,55855.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7766
309,17,0,12.82,70,2.26,9150.339366515836,7.49,0.0,0.0,55697.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12335
310,23,4,12.29,88,1.54,7000.0,10.36,0.0,0.0,55799.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4607
311,20,4,13.0,82,2.06,7000.0,10.0,0.0,0.0,55964.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8246
312,2,2,16.26,48,2.06,10000.0,5.25,0.24,0.0,55562.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1083
313,22,0,15.39,79,1.03,10000.0,11.77,0.0,0.0,56206.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6723
314,7,1,16.51,72,2.57,7000.0,11.45,0.0,0.0,55879.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176
315,20,1,8.54,93,1.54,1500.0,7.47,0.0,0.0,55892.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7552
316,15,4,9.18,87,1.54,10000.0,7.13,0.0,0.0,55623.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8492
317,17,2,10.65,92,0.64,9150.339366515836,9.41,0.0,0.0,55913.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12141
318,2,6,21.36,53,1.03,10000.0,11.4,0.0,0.0,56162.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832
319,7,1,22.85,40,3.6,10000.0,8.55,0.0,0.0,56047.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10115
320,12,5,15.06,100,3.6,7000.0,15.06,1.56,0.0,56484.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7427
321,10,6,18.15,100,5.66,9000.0,18.15,1.01,0.0,56842.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5987
322,7,5,17.94,94,7.72,5000.0,16.96,1.54,0.0,56479.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3128
323,4,4,23.7,43,4.63,10000.0,10.39,0.0,0.0,56956.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946
324,10,0,18.42,48,1.54,10000.0,7.22,0.0,0.0,56530.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4869
325,21,3,12.29,100,2.06,7000.0,12.29,0.0,0.0,56445.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8009
326,11,4,17.85,48,1.03,10000.0,6.7,0.0,0.0,56291.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6657
327,6,6,21.53,49,6.69,10000.0,10.38,0.0,0.0,56502.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043
328,21,6,14.07,94,3.6,10000.0,13.12,0.0,0.0,56349.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211
329,9,5,22.62,64,3.6,10000.0,15.47,0.0,0.0,56649.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6460
330,18,5,11.89,97,1.7,9150.339366515836,11.43,0.0,0.0,56490.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114
331,11,5,19.31,77,1.03,10000.0,15.18,0.0,0.0,56819.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7667
332,0,3,14.88,67,2.57,10000.0,8.82,0.0,0.0,56424.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2629
333,10,4,20.33,53,3.09,10000.0,10.45,0.0,0.0,56626.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5482
334,18,2,11.0,79,1.04,9150.339366515836,7.5,0.0,0.0,56418.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17115
335,14,4,16.32,72,2.57,10000.0,11.27,0.0,0.0,56630.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7054
336,15,1,17.1,94,2.06,3500.0,16.13,0.0,0.0,56727.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6251
337,4,6,21.33,64,4.63,10000.0,14.25,0.0,0.0,56836.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929
338,21,5,17.71,72,1.54,10000.0,12.6,0.0,0.0,56829.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8351
339,7,1,14.95,75,2.57,10000.0,10.56,0.0,0.0,56383.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3438
340,21,3,12.29,100,2.06,7000.0,12.29,0.0,0.0,56445.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8009
341,7,2,19.87,49,5.66,10000.0,8.85,0.0,0.0,56407.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9703
342,22,4,17.92,82,4.12,10000.0,14.81,0.0,0.0,56974.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7053
343,17,6,16.14,100,2.57,7000.0,16.14,0.0,0.0,56849.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349
344,0,6,21.65,56,3.6,10000.0,12.5,0.0,0.0,56832.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4153
345,0,1,19.9,53,6.17,10000.0,10.05,0.0,0.0,56880.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2888
346,16,3,11.07,93,3.09,9000.0,9.98,0.0,0.0,56608.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9749
347,7,4,23.43,53,4.12,10000.0,13.31,0.0,0.0,56623.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10111
348,2,6,23.88,53,1.03,10000.0,13.73,0.0,0.0,56666.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771
349,19,2,11.07,82,1.03,10000.0,8.12,0.0,0.0,56251.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10577
350,14,6,18.28,77,1.03,10000.0,14.18,0.0,0.0,56678.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8489
351,18,5,17.77,68,3.09,9000.0,11.79,0.0,0.0,56322.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10051
352,9,0,19.64,82,4.63,10000.0,16.48,0.0,0.0,56697.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6835
353,4,0,14.29,94,4.63,7000.0,13.34,0.11,0.0,56356.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149
354,10,4,20.58,40,1.03,10000.0,6.52,0.0,0.0,56290.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5775
355,2,2,19.8,68,2.57,6000.0,13.73,0.0,0.0,56738.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247
356,23,2,15.12,59,2.57,10000.0,7.18,0.0,0.0,56255.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4035
357,10,4,21.17,83,3.6,9000.0,18.17,0.0,0.0,56794.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5585
358,18,4,18.29,76,3.08,9150.339366515836,13.99,0.0,0.0,56802.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16254
359,16,3,17.61,82,1.03,10000.0,14.5,0.0,0.0,56944.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9672
360,11,3,16.6,51,2.06,10000.0,6.43,0.0,0.0,56267.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6277
361,0,5,19.5,60,2.06,10000.0,11.54,0.0,0.0,56808.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4084
362,13,3,15.4,56,1.95,9150.339366515836,6.68,0.0,0.0,56269.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6435
363,8,0,20.8,73,3.6,10000.0,15.79,0.0,0.0,56696.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12657
364,21,2,15.18,100,1.54,4500.0,15.18,0.0,0.0,56757.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8722
365,5,1,23.87,31,5.14,10000.0,5.74,0.0,0.0,56549.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906
366,20,6,14.03,94,4.12,10000.0,13.08,0.27,0.0,56348.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120
367,17,0,11.45,82,1.54,10000.0,8.49,0.0,0.0,56537.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13418
368,3,1,14.77,72,4.63,10000.0,9.78,0.0,0.0,56379.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353
369,1,2,17.57,86,1.28,9150.339366515836,15.2,0.0,0.0,56737.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
370,10,5,15.79,94,4.63,9000.0,14.83,1.41,0.0,56482.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6619
371,5,3,18.94,37,5.66,10000.0,3.94,0.0,0.0,56597.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335
372,11,3,17.42,88,4.63,10000.0,15.41,0.0,0.0,56771.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5862
373,16,1,11.23,82,3.09,10000.0,8.27,0.0,0.0,56392.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4705
374,15,4,13.96,77,0.51,10000.0,10.0,0.0,0.0,56295.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7939
