,Hour,dayofweek,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Rainfall(mm),Snowfall (cm),hour diff,isWeekend,Holiday,weather_Clouds,weather_Drizzle,weather_Dust,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Snow,weather_Thunderstorm,rental_cnt
38,23,2,-2.81,93,1.54,6000.0,-3.67,0.0,0.0,53399.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1798
39,17,0,-7.09,73,1.03,10000.0,-10.66,0.0,0.0,53681.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5589
40,21,3,-6.64,67,1.47,9150.339366515836,-11.19,0.0,0.0,53925.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2563
41,16,4,-3.43,63,0.51,10000.0,-8.79,0.0,0.0,53608.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4593
42,20,5,-5.74,73,0.51,10000.0,-9.35,0.0,0.0,53972.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2171
43,9,1,-9.78,52,5.66,10000.0,-16.95,0.0,0.0,53865.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358
44,13,6,-2.69,75,1.96,9150.339366515836,-6.07,0.0,0.0,53989.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3271
45,17,1,-2.78,100,2.06,2500.0,-2.78,0.0,0.0,53537.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2264
46,9,1,3.43,64,2.1,10000.0,-2.41,0.0,0.0,53361.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3864
47,19,0,-5.76,90,0.51,4000.0,-6.98,0.0,0.0,54019.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4940
48,23,2,0.32,93,2.57,7000.0,-0.6,0.0,0.0,53735.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190
49,21,3,-6.64,67,1.47,9150.339366515836,-11.19,0.0,0.0,53925.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2563
50,8,1,-9.15,48,5.66,10000.0,-17.21,0.0,0.0,53864.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4638
51,16,6,-3.63,58,4.63,10000.0,-9.92,0.0,0.0,53656.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589
52,9,4,4.51,81,3.6,3500.0,1.54,0.0,0.0,53433.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4259
53,2,4,7.19,71,3.6,3500.0,2.29,0.0,0.0,53426.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800
54,15,2,-2.98,100,1.54,2500.0,-2.98,0.0,0.0,53559.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3112
55,12,4,-0.73,59,1.03,10000.0,-6.96,0.0,0.0,53604.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3580
56,14,3,1.88,93,1.54,6000.0,0.87,0.0,0.0,53582.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3139
57,11,5,0.66,93,1.54,900.0,-0.3,0.0,1.11,53459.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3577
58,12,1,-1.44,69,2.57,10000.0,-5.82,0.0,0.0,54036.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3279
59,4,5,3.91,38,2.06,10000.0,-8.1,0.0,0.0,53452.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523
60,5,3,5.2,65,3.09,10000.0,-0.74,0.0,0.0,53405.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997
61,12,0,-1.04,72,0.51,10000.0,-4.94,0.0,0.0,54012.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3190
62,22,3,4.17,87,1.54,5000.0,2.2,0.0,0.0,53422.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3376
63,18,3,4.03,81,3.09,10000.0,1.07,0.0,0.0,53754.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7965
64,16,2,-7.42,57,2.06,10000.0,-13.72,0.0,0.0,53896.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2769
65,22,3,4.19,70,1.54,10000.0,-0.69,0.0,0.0,53758.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3259
66,18,0,-7.26,73,1.03,10000.0,-10.83,0.0,0.0,53682.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6979
67,12,2,-2.14,93,2.06,2500.0,-3.0,0.0,0.0,53556.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2745
68,0,4,-1.5,93,0.0,2500.0,-2.37,0.0,0.0,53592.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600
69,7,3,8.57,61,1.03,10000.0,1.48,0.0,0.0,53743.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878
70,12,2,2.25,75,1.54,6000.0,-1.52,0.0,0.0,54060.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3766
71,17,0,-2.01,69,2.06,10000.0,-6.38,0.0,0.0,53513.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5152
72,1,3,-6.64,42,5.14,10000.0,-16.3,0.0,0.0,53905.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768
73,4,4,8.36,61,3.6,5000.0,1.29,0.0,0.0,53428.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,579
74,11,4,-1.78,86,1.03,10000.0,-3.58,0.0,0.0,53939.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916
75,11,2,3.09,75,2.57,6000.0,-0.8,0.0,0.0,54059.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3413
76,22,1,0.2,80,0.51,7000.0,-2.51,0.0,0.0,54046.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3134
77,13,4,-1.49,74,0.51,10000.0,-5.06,0.0,0.0,53605.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3521
78,12,1,-10.61,55,4.63,10000.0,-17.14,0.0,0.0,53868.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734
79,17,5,-2.44,79,2.32,9150.339366515836,-5.22,0.0,0.0,53465.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4542
80,13,0,4.07,87,4.12,10000.0,2.1,0.0,0.0,54517.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117
81,8,1,8.98,40,1.03,10000.0,-3.44,0.0,0.0,54704.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8429
82,4,0,3.69,87,4.12,10000.0,1.73,0.36,0.0,54172.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,350
83,19,2,-0.06,97,2.57,600.0,-0.43,0.0,0.58,54571.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,418
84,21,0,-0.57,93,3.09,10000.0,-1.44,0.0,0.0,54189.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,594
85,4,1,6.84,82,3.4,9150.339366515836,3.99,0.0,0.0,54532.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423
86,4,4,5.35,45,3.09,10000.0,-4.98,0.0,0.0,54436.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508
87,9,5,4.76,60,3.09,10000.0,-2.07,0.15,0.0,54633.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3063
88,3,3,2.89,90,6.17,7000.0,1.41,1.03,0.0,54411.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,605
89,4,0,6.56,39,2.57,10000.0,-5.67,0.0,0.0,54340.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363
90,12,4,1.39,75,1.54,10000.0,-2.25,0.0,0.0,54444.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4310
91,4,2,6.9,62,1.6,9150.339366515836,0.13,0.0,0.0,54724.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561
92,22,3,-0.02,80,1.54,10000.0,-2.7,0.0,0.0,54094.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216
93,10,1,9.66,76,3.09,10000.0,5.64,0.0,0.0,54370.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3215
94,23,0,1.48,56,5.14,10000.0,-5.62,0.0,0.0,54695.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2114
95,20,5,-4.93,86,2.06,8000.0,-6.68,0.0,0.0,54308.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1766
96,21,5,-4.09,86,1.54,8000.0,-5.85,0.0,0.0,54309.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632
97,15,6,-1.78,93,2.06,3500.0,-2.65,0.0,0.0,54327.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2849
98,8,6,6.2,61,2.57,10000.0,-0.67,0.0,0.0,54656.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614
99,8,6,8.62,53,3.09,10000.0,-0.36,0.0,0.0,54152.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769
100,23,1,-2.21,93,1.54,8000.0,-3.07,0.0,0.0,54215.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2125
101,6,6,9.81,46,1.54,10000.0,-1.1,0.0,0.0,54150.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697
102,5,0,8.32,34,2.57,10000.0,-5.87,0.0,0.0,54341.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380
103,15,6,9.0,100,4.63,3000.0,9.0,0.68,0.0,54495.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1882
104,8,3,7.77,53,4.12,9000.0,-1.06,0.0,0.0,54752.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8434
105,23,4,-2.23,93,2.06,5000.0,-3.09,0.0,0.0,54287.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1237
106,12,2,1.29,100,2.06,3500.0,1.29,0.0,0.4,54564.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,212
107,14,3,1.53,41,4.12,10000.0,-9.16,0.0,0.0,54758.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4458
108,18,2,1.55,93,1.54,5000.0,0.54,0.0,0.0,54738.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10128
109,2,1,1.6,86,1.54,10000.0,-0.43,0.0,0.0,54194.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398
110,8,6,6.2,61,2.57,10000.0,-0.67,0.0,0.0,54656.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614
111,17,6,9.6,100,2.57,2500.0,9.6,0.78,0.0,54497.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,427
112,18,1,3.13,70,2.06,10000.0,-1.59,0.0,0.0,54714.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10026
113,9,2,2.52,93,3.6,7000.0,1.5,0.36,0.0,54561.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,400
114,12,5,1.76,90,4.12,9000.0,0.3,0.0,0.47,54636.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4201
115,1,5,1.18,80,2.06,7000.0,-1.66,0.0,0.0,54289.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727
116,4,4,2.98,48,4.12,10000.0,-6.17,0.0,0.0,54604.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362
117,8,6,4.07,65,5.14,6000.0,-1.69,0.0,0.0,54320.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124
118,17,6,-1.38,93,1.54,9000.0,-2.25,0.0,0.0,54665.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4566
119,9,3,7.12,49,4.12,10000.0,-2.53,0.0,0.0,54753.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4582
120,13,2,-1.66,93,1.03,10000.0,-2.53,0.0,0.0,54229.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716
121,17,1,7.88,93,0.51,6000.0,6.82,0.0,0.0,54377.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8366
122,8,2,2.12,64,3.09,10000.0,-3.52,0.0,0.0,54224.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7514
123,8,4,4.33,65,3.6,7000.0,-1.47,0.0,0.0,54104.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8053
124,5,5,6.43,39,5.14,10000.0,-5.78,0.0,0.0,54293.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340
125,13,6,0.3,93,1.54,3500.0,-0.61,0.0,0.0,54325.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2949
126,21,1,2.81,70,1.03,10000.0,-1.87,0.0,0.0,54717.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750
127,4,3,3.68,48,1.54,10000.0,-5.59,0.0,0.0,54244.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504
128,16,6,9.29,100,2.57,3000.0,9.29,1.16,0.0,54496.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1207
129,18,4,-2.24,84,1.1,9150.339366515836,-4.31,0.0,0.0,54282.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2668
130,21,5,0.87,100,1.54,2500.0,0.87,0.0,0.4,54645.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,387
131,2,1,5.6,81,0.51,8000.0,2.6,0.0,0.0,54530.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,407
132,21,6,3.72,81,1.54,10000.0,0.77,0.24,0.0,54165.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3090
133,4,2,15.91,67,4.63,10000.0,9.8,0.15,0.0,54388.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,528
134,9,5,4.76,60,3.09,10000.0,-2.07,0.15,0.0,54633.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3063
135,9,1,8.3,46,2.06,10000.0,-2.33,0.0,0.0,54705.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4521
136,3,6,8.15,53,1.54,10000.0,-0.75,0.0,0.0,54147.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637
137,7,1,13.22,58,6.69,10000.0,5.15,0.0,0.0,54367.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4571
138,6,0,8.86,29,2.57,10000.0,-7.29,0.0,0.0,54342.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515
139,7,4,6.38,46,3.09,10000.0,-3.89,0.0,0.0,54439.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4612
140,6,6,9.81,46,1.54,10000.0,-1.1,0.0,0.0,54150.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697
141,20,2,0.97,100,2.06,4000.0,0.97,0.0,0.0,54740.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5189
142,20,6,3.54,81,4.63,10000.0,0.59,0.21,0.0,54164.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3345
143,10,2,1.77,100,2.06,6000.0,1.77,0.0,0.39,54562.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,228
144,6,6,5.04,52,8.23,8000.0,-3.54,0.0,0.0,54318.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386
145,11,5,3.75,75,1.54,8000.0,-0.23,0.0,0.0,54467.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4438
146,11,0,5.44,93,4.63,10000.0,4.4,0.0,0.0,54515.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407
147,10,6,2.32,75,2.57,4000.0,-1.46,0.0,0.0,54322.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1914
148,18,4,-2.24,84,1.1,9150.339366515836,-4.31,0.0,0.0,54282.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2668
149,3,3,3.07,52,2.57,8000.0,-5.16,0.0,0.0,54243.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586
150,20,2,0.97,100,2.06,4000.0,0.97,0.0,0.0,54740.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5189
151,6,2,8.12,50,1.03,10000.0,-1.47,0.0,0.0,54726.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387
152,3,5,6.02,49,4.12,10000.0,-3.43,0.0,0.0,54123.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437
153,7,1,13.22,58,6.69,10000.0,5.15,0.0,0.0,54367.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4571
154,6,3,1.75,75,3.09,10000.0,-1.94,0.0,0.0,54582.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369
155,6,3,4.6,48,2.06,10000.0,-4.84,0.0,0.0,54246.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878
156,7,5,5.63,45,5.14,7000.0,-4.75,0.0,0.0,54295.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695
157,15,3,0.37,64,2.06,10000.0,-5.0,0.0,0.0,54423.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478
158,15,0,3.47,84,4.63,10000.0,1.03,0.0,0.0,54519.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390
159,15,1,0.2,93,2.06,5000.0,-0.7,0.0,0.0,54207.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3442
160,17,2,-1.03,64,1.54,10000.0,-6.3,0.0,0.0,55241.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8316
161,13,5,11.4,71,1.03,10000.0,6.34,0.0,0.0,55309.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7885
162,23,5,-0.33,93,0.51,3500.0,-1.21,0.0,0.0,54815.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1706
163,16,5,4.39,75,6.69,5000.0,0.35,0.0,0.0,54808.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3775
164,13,4,7.17,53,1.54,10000.0,-1.55,0.0,0.0,55453.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006
165,3,5,12.31,40,2.57,10000.0,-0.79,0.0,0.0,55467.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943
166,17,5,8.97,42,1.54,10000.0,-2.87,0.0,0.0,55145.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8408
167,23,5,5.48,65,1.54,10000.0,-0.5,0.0,0.0,55487.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806
168,6,3,9.66,37,5.14,10000.0,-3.82,0.0,0.0,55254.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860
169,19,0,4.55,60,2.06,10000.0,-2.24,0.0,0.0,55195.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7524
170,10,6,4.26,65,2.57,10000.0,-1.53,0.0,0.0,54994.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3379
171,0,3,3.62,65,2.57,10000.0,-2.07,0.0,0.0,54912.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757
172,17,2,2.14,86,4.12,6000.0,0.05,0.0,0.0,55073.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9002
173,4,2,11.48,37,5.66,10000.0,-2.38,0.0,0.0,55060.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496
174,13,5,0.63,75,2.8,9150.339366515836,-2.91,0.0,0.0,54973.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5374
175,23,5,9.86,76,1.54,10000.0,5.83,0.0,0.0,55319.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3309
176,16,6,1.61,87,1.03,10000.0,-0.28,0.0,0.0,55000.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613
177,6,5,16.94,16,3.09,10000.0,-8.04,0.0,0.0,55134.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066
178,6,2,15.02,51,3.6,10000.0,4.97,0.0,0.0,55398.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3112
179,3,2,10.85,35,5.14,10000.0,-3.54,0.0,0.0,55059.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637
180,14,4,-6.24,46,3.6,10000.0,-14.94,0.0,0.0,54782.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2836
181,15,4,4.35,70,1.54,10000.0,-0.56,0.0,0.0,55455.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246
182,23,2,3.1,87,3.09,4500.0,1.15,0.0,0.0,55079.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2521
183,9,3,7.39,39,4.63,10000.0,-5.01,0.0,0.0,55257.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5464
184,17,1,3.42,80,3.6,10000.0,0.3,0.0,0.0,54881.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8250
185,10,1,7.34,70,1.03,10000.0,2.24,0.0,0.0,55042.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054
186,6,2,10.9,46,1.54,10000.0,-0.22,0.0,0.0,54894.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829
187,6,0,9.86,40,3.6,10000.0,-2.74,0.0,0.0,55014.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2775
188,3,0,13.48,44,5.66,10000.0,1.48,0.0,0.0,55347.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577
189,13,4,6.76,76,1.54,7000.0,2.83,0.0,0.0,55117.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5179
190,9,1,10.51,71,4.63,10000.0,5.48,0.0,0.0,55377.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045
191,12,5,3.65,70,4.63,9000.0,-1.15,0.0,0.0,54804.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3458
192,6,4,-1.47,31,7.72,10000.0,-14.84,0.0,0.0,54774.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703
193,21,4,1.71,100,0.51,3000.0,1.71,0.0,0.0,55125.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4944
194,8,4,11.2,66,5.66,7000.0,5.09,0.0,0.0,55448.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9447
195,6,5,17.77,42,4.63,10000.0,4.7,0.0,0.0,55302.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012
196,4,6,19.7,26,4.63,10000.0,-0.28,0.0,0.0,55324.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646
197,0,6,1.43,86,0.57,9150.339366515836,-0.57,0.0,0.0,54816.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547
198,8,3,12.95,26,5.14,10000.0,-5.4,0.0,0.0,55088.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10356
199,19,5,-2.19,69,1.54,10000.0,-6.55,0.0,0.0,54979.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3475
200,15,6,5.14,42,3.52,9150.339366515836,-5.96,0.0,0.0,55167.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6956
201,15,2,4.3,76,3.19,9150.339366515836,0.45,0.0,0.0,55071.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5389
202,14,1,5.34,70,2.57,10000.0,0.32,0.0,0.0,54878.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850
203,2,0,6.23,24,2.06,10000.0,-11.46,0.0,0.0,54842.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469
204,9,4,11.2,66,1.54,10000.0,5.09,0.0,0.0,55113.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5426
205,16,1,4.2,75,3.09,10000.0,0.17,0.0,0.0,54880.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6015
